method, meanDic, meanIoU, wFm, Sm, meanEm, mae, maxEm, maxDic, maxIoU, meanSen, maxSen, meanSpe, maxSpe
,0.6806,0.6317,0.6953,0.8033,0.7729,0.0343,0.7750,0.6828,0.6338,0.6387,1.0000,0.8200,0.8232,
