method, meanDic, meanIoU, wFm, Sm, meanEm, mae, maxEm, maxDic, maxIoU, meanSen, maxSen, meanSpe, maxSpe
,0.4597,0.3916,0.4687,0.6057,0.5695,0.1705,0.5708,0.4599,0.3920,0.3950,1.0000,0.8538,0.8571,
