method, meanDic, meanIoU, wFm, Sm, meanEm, mae, maxEm, maxDic, maxIoU, meanSen, maxSen, meanSpe, maxSpe
masks,0.8165,0.7294,0.7840,0.8865,0.9321,0.0141,0.9486,0.8300,0.7455,0.8752,1.0000,0.9771,0.9910,
masks,0.8165,0.7294,0.7840,0.8865,0.9321,0.0141,0.9486,0.8300,0.7455,0.8752,1.0000,0.9771,0.9910,
