method, meanDic, meanIoU, wFm, Sm, meanEm, mae, maxEm, maxDic, maxIoU, meanSen, maxSen, meanSpe, maxSpe
masks,0.7684,0.6784,0.7552,0.8643,0.9062,0.0061,0.9285,0.7772,0.6858,0.7892,1.0000,0.9382,0.9629,
masks,0.7684,0.6784,0.7552,0.8643,0.9062,0.0061,0.9285,0.7772,0.6858,0.7892,1.0000,0.9382,0.9629,
