method, meanDic, meanIoU, wFm, Sm, meanEm, mae, maxEm, maxDic, maxIoU, meanSen, maxSen, meanSpe, maxSpe
masks,0.8433,0.7912,0.7987,0.8964,0.9060,0.0294,0.9232,0.8624,0.8154,0.8749,1.0000,0.9738,0.9846,
masks,0.8433,0.7912,0.7987,0.8964,0.9060,0.0294,0.9232,0.8624,0.8154,0.8749,1.0000,0.9738,0.9846,
